"persona_id","account_name","name","role","role_label","batch","experience","years_in_pool_world","tech_comfort","urgency","device","connection","accessibility_need","language","current_workflow","company_size","primary_goal","completed_first_value","wow_moment","time_to_value_seconds","ease_score","clarity_score","trust_score","usefulness_score","use_again_score","pain_points","positive_signals","simulated_feedback","evidence_type","persistence"
"DEMO-TEST-SL-TECH-253","DEMO TEST Service Tech 253","Cameron Brooks","tech","Service Tech","3","0-1 years","1","1","2","tablet or rugged device","good","none","English","paper notes","2-5","identify an equipment code","true","true","58.1","76.5","84.1","69.1","89.6","85.5","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-254","DEMO TEST Service Tech 254","Jordan Kim","tech","Service Tech","3","6-10 years","10","1","4","desktop","good","none","English/Spanish","manufacturer manuals","21-50","calculate a field dose","true","true","66.4","81","77.2","68.1","89.5","85.2","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-255","DEMO TEST Service Tech 255","Drew Nguyen","tech","Service Tech","3","0-1 years","0","3","2","desktop","good","none","English","CRM plus manuals","51+","identify an equipment code","true","true","67.6","87.5","89.2","77.9","92.6","89.7","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-256","DEMO TEST Service Tech 256","Jamie Miller","tech","Service Tech","3","0-1 years","1","3","1","desktop","good","limited dexterity","Spanish-first","CRM plus manuals","2-5","avoid a wrong part order","false","false","69.8","79.7","73.3","71","74.6","66.3","role_opens_code_lookup_before_partsnap|some_secondary_controls_are_smaller_than_primary_field_actions|language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. Main friction: role opens code lookup before partsnap.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-257","DEMO TEST Service Tech 257","Alex Reed","tech","Service Tech","3","6-10 years","10","5","5","desktop","good","none","English/Spanish","manufacturer manuals","51+","identify an equipment code","true","true","75.1","89.9","88","68.7","92.9","87.5","language_choice_not_part_of_first_use_role_step|value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-258","DEMO TEST Service Tech 258","Casey Patel","tech","Service Tech","3","2-5 years","5","1","1","desktop","good","none","English","paper notes","2-5","save visit proof","true","true","54.8","82.9","79.1","70.7","90.2","86.3","no_cross_device_team_history_without_optional_identity","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is no cross device team history without optional identity.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-259","DEMO TEST Service Tech 259","Riley Miller","tech","Service Tech","3","0-1 years","0","2","2","iPhone","spotty","none","English","CRM plus manuals","6-20","prepare a senior-tech packet","true","false","50.9","82.4","80.4","67.6","76.2","66.5","","manual code lookup is fast and verification language builds trust","SIMULATED PERSONA FEEDBACK: I could see the purpose, but the first session did not create a strong enough payoff. I needed a clearer next best action.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-260","DEMO TEST Service Tech 260","Alex Brooks","tech","Service Tech","3","2-5 years","2","4","4","tablet or rugged device","good","none","Spanish-first","memory and photos","solo","calculate a field dose","true","true","61.5","75.4","80","74.8","88.8","86.4","language_choice_not_part_of_first_use_role_step","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is language choice not part of first use role step.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-261","DEMO TEST Service Tech 261","Jamie Garcia","tech","Service Tech","3","0-1 years","0","5","1","tablet or rugged device","good","none","English","Google search","21-50","prepare a senior-tech packet","true","true","59.6","97.5","89","72","94.5","89.4","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-262","DEMO TEST Service Tech 262","Alex Johnson","tech","Service Tech","3","6-10 years","8","3","2","iPhone","good","none","English","CRM plus manuals","6-20","calculate a field dose","true","true","65.5","88.6","86.2","70.1","92.4","87.6","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-263","DEMO TEST Service Tech 263","Alex Patel","tech","Service Tech","3","21+ years","35","5","4","Android","good","hearing or speech","English","paper notes","21-50","calculate a field dose","true","true","81.6","76.4","81","83.7","89.1","88.8","value_requires_too_many_first_session_decisions","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. The first improvement I would ask for is value requires too many first session decisions.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
"DEMO-TEST-SL-TECH-264","DEMO TEST Service Tech 264","Morgan Miller","tech","Service Tech","3","2-5 years","5","1","1","iPhone","good","screen reader","English","Google search","21-50","identify an equipment code","true","true","57.5","74.1","76.4","78.9","88","86.9","","manual code lookup is fast and verification language builds trust|persona reached a recognizable field value moment in the first session","SIMULATED PERSONA FEEDBACK: The e05 lookup renders field guidance and verification language made the value click. I would use this again on a real stop.","synthetic_model_not_real_user_feedback","none; no account created; DEMO TEST identifier exists only in this report"
